Timestamp,Region,RawOCRResult
2025-04-19 16:26:25,Temperature,"[([[0, np.int32(10)], [np.int32(112), np.int32(10)], [np.int32(112), np.int32(60)], [0, np.int32(60)]], '15.30', np.float64(0.5711147535137912))]"
2025-04-19 16:26:26,WeatherDesc,"[([[np.int32(137), np.int32(13)], [np.int32(179), np.int32(13)], [np.int32(179), np.int32(55)], [np.int32(137), np.int32(55)]], '2', np.float64(0.978311340940369)), ([[np.int32(186), np.int32(20)], [np.int32(302), np.int32(20)], [np.int32(302), np.int32(48)], [np.int32(186), np.int32(48)]], 'N 1.7 mls', np.float64(0.6405318465954489))]"
2025-04-19 16:26:28,MapName,"[([[np.int32(36), 0], [np.int32(221), 0], [np.int32(221), 36], [np.int32(36), 36]], 'Mosquito Lake', np.float64(0.9967241307918663))]"
2025-04-19 16:26:29,GameTime,"[([[np.int32(2), np.int32(2)], [np.int32(68), np.int32(2)], [np.int32(68), np.int32(28)], [np.int32(2), np.int32(28)]], '11:17', np.float64(0.9207755024794894))]"
2025-04-19 16:26:30,FishName,"[([[np.int32(50), np.int32(54)], [np.int32(367), np.int32(54)], [np.int32(367), np.int32(117)], [np.int32(50), np.int32(117)]], 'Common Carp', np.float64(0.9970457486517689))]"
2025-04-19 16:26:30,FishWeight,"[([[np.int32(209), np.int32(31)], [np.int32(351), np.int32(31)], [np.int32(351), np.int32(95)], [np.int32(209), np.int32(95)]], '909g', np.float64(0.9182242751121521))]"
2025-04-19 16:26:31,BaitInfo,"[([[0, np.int32(2)], [np.int32(54), np.int32(2)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.9999961853027344)), ([[np.int32(35), np.int32(26)], [np.int32(355), np.int32(26)], [np.int32(355), np.int32(65)], [np.int32(35), np.int32(65)]], 'Homemade Strawberry 12', np.float64(0.977612006591411)), ([[np.int32(34), np.int32(58)], [np.int32(108), np.int32(58)], [np.int32(108), np.int32(88)], [np.int32(34), np.int32(88)]], 'Fresh', np.float64(0.9393882655819763)), ([[np.int32(102), np.int32(50)], [np.int32(286), np.int32(50)], [np.int32(286), np.int32(99)], [np.int32(102), np.int32(99)]], 'raspberries 10', np.float64(0.9996747268189012))]"
2025-04-19 16:29:53,Temperature,"[([[0, np.int32(10)], [np.int32(112), np.int32(10)], [np.int32(112), np.int32(60)], [0, np.int32(60)]], '16.58', np.float64(0.541744661402518))]"
2025-04-19 16:29:53,WeatherDesc,"[([[np.int32(137), np.int32(13)], [np.int32(179), np.int32(13)], [np.int32(179), np.int32(55)], [np.int32(137), np.int32(55)]], '2', np.float64(0.8921966174888354)), ([[np.int32(186), np.int32(20)], [np.int32(302), np.int32(20)], [np.int32(302), np.int32(48)], [np.int32(186), np.int32(48)]], 'N 1.8 mls', np.float64(0.6539197472512026))]"
2025-04-19 16:29:55,MapName,"[([[np.int32(36), 0], [np.int32(221), 0], [np.int32(221), 36], [np.int32(36), 36]], 'Mosquito Lake', np.float64(0.9973057822197948))]"
2025-04-19 16:29:56,GameTime,"[([[np.int32(2), 0], [np.int32(70), 0], [np.int32(70), np.int32(30)], [np.int32(2), np.int32(30)]], '12.27', np.float64(0.48858388235312145))]"
2025-04-19 16:29:57,FishName,"[([[np.int32(50), np.int32(54)], [np.int32(367), np.int32(54)], [np.int32(367), np.int32(117)], [np.int32(50), np.int32(117)]], 'Common Carp', np.float64(0.9970457486517689))]"
2025-04-19 16:29:58,FishWeight,"[([[np.int32(144), np.int32(24)], [np.int32(356), np.int32(24)], [np.int32(356), np.int32(100)], [np.int32(144), np.int32(100)]], '124kg', np.float64(0.8659025348203614))]"
2025-04-19 16:29:59,BaitInfo,"[([[0, np.int32(2)], [np.int32(54), np.int32(2)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.9999961853027344)), ([[np.int32(35), np.int32(26)], [np.int32(355), np.int32(26)], [np.int32(355), np.int32(65)], [np.int32(35), np.int32(65)]], 'Homemade Strawberry 12', np.float64(0.9690058358724087)), ([[np.int32(34), np.int32(58)], [np.int32(108), np.int32(58)], [np.int32(108), np.int32(88)], [np.int32(34), np.int32(88)]], 'Fresh', np.float64(0.9393882655819763)), ([[np.int32(102), np.int32(50)], [np.int32(286), np.int32(50)], [np.int32(286), np.int32(99)], [np.int32(102), np.int32(99)]], 'raspberries 10', np.float64(0.9996852435572613))]"
2025-04-19 16:31:09,Temperature,"[([[0, np.int32(10)], [np.int32(112), np.int32(10)], [np.int32(112), np.int32(60)], [0, np.int32(60)]], '17.20', np.float64(0.4381566511446618))]"
2025-04-19 16:31:10,WeatherDesc,"[([[np.int32(137), np.int32(13)], [np.int32(179), np.int32(13)], [np.int32(179), np.int32(55)], [np.int32(137), np.int32(55)]], '2', np.float64(0.9633907482662494)), ([[np.int32(186), np.int32(20)], [np.int32(302), np.int32(20)], [np.int32(302), np.int32(46)], [np.int32(186), np.int32(46)]], 'N 1.7 mls', np.float64(0.4711121123140385))]"
2025-04-19 16:31:12,MapName,"[([[np.int32(36), 0], [np.int32(221), 0], [np.int32(221), 36], [np.int32(36), 36]], 'Mosquito Lake', np.float64(0.9970125178524595))]"
2025-04-19 16:31:13,GameTime,"[([[np.int32(2), 0], [70, 0], [70, np.int32(30)], [np.int32(2), np.int32(30)]], '12.59', np.float64(0.760844630611099))]"
2025-04-19 16:31:14,FishName,"[([[np.int32(50), np.int32(54)], [np.int32(367), np.int32(54)], [np.int32(367), np.int32(117)], [np.int32(50), np.int32(117)]], 'Common Carp', np.float64(0.9970457486517689))]"
2025-04-19 16:31:14,FishWeight,"[([[np.int32(140), np.int32(24)], [np.int32(356), np.int32(24)], [np.int32(356), np.int32(100)], [np.int32(140), np.int32(100)]], '8898kg', np.float64(0.8818088423240565))]"
2025-04-19 16:31:15,BaitInfo,"[([[0, np.int32(2)], [np.int32(54), np.int32(2)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.9999961853027344)), ([[np.int32(35), np.int32(26)], [np.int32(355), np.int32(26)], [np.int32(355), np.int32(65)], [np.int32(35), np.int32(65)]], 'Homemade Strawberry 12', np.float64(0.9726017195661432)), ([[np.int32(34), np.int32(58)], [np.int32(108), np.int32(58)], [np.int32(108), np.int32(88)], [np.int32(34), np.int32(88)]], 'Fresh', np.float64(0.9393882655819763)), ([[np.int32(102), np.int32(50)], [np.int32(286), np.int32(50)], [np.int32(286), np.int32(99)], [np.int32(102), np.int32(99)]], 'raspberries 10', np.float64(0.9997131921179345))]"
2025-04-19 16:32:11,Temperature,"[([[0, np.int32(10)], [np.int32(112), np.int32(10)], [np.int32(112), np.int32(60)], [0, np.int32(60)]], '17.60', np.float64(0.7506813887545764))]"
2025-04-19 16:32:12,WeatherDesc,"[([[np.int32(137), np.int32(13)], [np.int32(179), np.int32(13)], [np.int32(179), np.int32(55)], [np.int32(137), np.int32(55)]], '2', np.float64(0.5325458169743378)), ([[np.int32(186), np.int32(20)], [np.int32(302), np.int32(20)], [np.int32(302), np.int32(48)], [np.int32(186), np.int32(48)]], 'N 1.7 mls', np.float64(0.8436757686624327))]"
2025-04-19 16:32:14,MapName,"[([[np.int32(36), 0], [np.int32(221), 0], [np.int32(221), 36], [np.int32(36), 36]], 'Mosquito Lake', np.float64(0.9978295874159562))]"
2025-04-19 16:32:15,GameTime,"[([[np.int32(2), 0], [70, 0], [70, np.int32(30)], [np.int32(2), np.int32(30)]], '13.36', np.float64(0.5857808898021816))]"
2025-04-19 16:32:16,FishName,"[([[np.int32(52), np.int32(56)], [np.int32(394), np.int32(56)], [np.int32(394), np.int32(106)], [np.int32(52), np.int32(106)]], 'Common Roach', np.float64(0.9991290883039678))]"
2025-04-19 16:32:16,FishWeight,"[([[np.float64(214.8994530298025), np.float64(16.076061814577987)], [np.float64(361.6508125684107), np.float64(35.66225171520784)], [np.float64(349.1005469701975), np.float64(103.92393818542202)], [np.float64(202.34918743158929), np.float64(84.33774828479216)]], '4139', np.float64(0.49468764662742615))]"
2025-04-19 16:32:17,BaitInfo,"[([[0, np.int32(2)], [np.int32(54), np.int32(2)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.9999963641166687)), ([[np.int32(35), np.int32(26)], [np.int32(355), np.int32(26)], [np.int32(355), np.int32(65)], [np.int32(35), np.int32(65)]], 'Homemade Strawberry 12', np.float64(0.9762714218690774)), ([[np.int32(34), np.int32(58)], [np.int32(108), np.int32(58)], [np.int32(108), np.int32(88)], [np.int32(34), np.int32(88)]], 'Fresh', np.float64(0.9393882655819763)), ([[np.int32(102), np.int32(50)], [np.int32(286), np.int32(50)], [np.int32(286), np.int32(99)], [np.int32(102), np.int32(99)]], 'raspberries 10', np.float64(0.9997234854300661))]"
2025-04-19 16:33:26,Temperature,"[([[0, np.int32(10)], [np.int32(76), np.int32(10)], [np.int32(76), np.int32(58)], [0, np.int32(58)]], '180', np.float64(0.7558305263519287))]"
2025-04-19 16:33:27,WeatherDesc,"[([[np.int32(139), np.int32(15)], [np.int32(303), np.int32(15)], [np.int32(303), np.int32(55)], [np.int32(139), np.int32(55)]], '8 N 1.7 mls', np.float64(0.5218753440004873))]"
2025-04-19 16:33:29,MapName,[]
2025-04-19 16:33:29,GameTime,[]
2025-04-19 16:33:30,FishName,"[([[0, np.int32(45)], [np.int32(357), np.int32(45)], [np.int32(357), np.int32(89)], [0, np.int32(89)]], 'fish andit is valued highly', np.float64(0.8790550974529507)), ([[np.int32(370), np.int32(84)], [np.int32(510), np.int32(84)], [np.int32(510), np.int32(108)], [np.int32(370), np.int32(108)]], '3min - 100%', np.float64(0.7705540087912542))]"
2025-04-19 16:33:31,FishWeight,[]
2025-04-19 16:33:32,BaitInfo,"[([[np.int32(132), np.int32(66)], [np.int32(270), np.int32(66)], [np.int32(270), np.int32(92)], [np.int32(132), np.int32(92)]], '15 min - 990', np.float64(0.5003185630790296))]"
2025-04-19 16:35:26,Temperature,"[([[0, np.int32(12)], [np.int32(110), np.int32(12)], [np.int32(110), np.int32(60)], [0, np.int32(60)]], '19.19', np.float64(0.46656888034990346))]"
2025-04-19 16:35:27,WeatherDesc,"[([[np.int32(137), np.int32(13)], [np.int32(179), np.int32(13)], [np.int32(179), np.int32(55)], [np.int32(137), np.int32(55)]], '2', np.float64(0.9348301241647192)), ([[np.int32(186), np.int32(20)], [np.int32(302), np.int32(20)], [np.int32(302), np.int32(48)], [np.int32(186), np.int32(48)]], 'N 1.9 mls', np.float64(0.4339796191378914))]"
2025-04-19 16:35:29,MapName,"[([[np.int32(36), 0], [np.int32(221), 0], [np.int32(221), 36], [np.int32(36), 36]], 'Mosquito Lake', np.float64(0.9978295874159562))]"
2025-04-19 16:35:29,GameTime,"[([[np.int32(2), 0], [70, 0], [70, np.int32(30)], [np.int32(2), np.int32(30)]], '14.35', np.float64(0.9661054242929701))]"
2025-04-19 16:35:30,FishName,"[([[np.int32(50), np.int32(54)], [np.int32(367), np.int32(54)], [np.int32(367), np.int32(117)], [np.int32(50), np.int32(117)]], 'Common Carp', np.float64(0.9970457486517689))]"
2025-04-19 16:35:31,FishWeight,"[([[np.int32(140), np.int32(24)], [np.int32(356), np.int32(24)], [np.int32(356), np.int32(100)], [np.int32(140), np.int32(100)]], '692kg', np.float64(0.9400896977015397))]"
2025-04-19 16:35:32,BaitInfo,"[([[0, np.int32(2)], [np.int32(54), np.int32(2)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.9999966025352478)), ([[np.int32(35), np.int32(26)], [np.int32(355), np.int32(26)], [np.int32(355), np.int32(65)], [np.int32(35), np.int32(65)]], 'Homemade Strawberry 12', np.float64(0.9682243625800382)), ([[np.int32(34), np.int32(58)], [np.int32(108), np.int32(58)], [np.int32(108), np.int32(88)], [np.int32(34), np.int32(88)]], 'Fresh', np.float64(0.9393882655819763)), ([[np.int32(102), np.int32(50)], [np.int32(286), np.int32(50)], [np.int32(286), np.int32(99)], [np.int32(102), np.int32(99)]], 'raspberries 10', np.float64(0.999694007432298))]"
2025-04-19 16:36:30,Temperature,"[([[0, np.int32(12)], [np.int32(94), np.int32(12)], [np.int32(94), np.int32(60)], [0, np.int32(60)]], '19.1', np.float64(0.9973335635236671))]"
2025-04-19 16:36:31,WeatherDesc,"[([[np.int32(137), np.int32(13)], [np.int32(179), np.int32(13)], [np.int32(179), np.int32(55)], [np.int32(137), np.int32(55)]], '2', np.float64(0.9792241729813647)), ([[np.int32(186), np.int32(20)], [np.int32(302), np.int32(20)], [np.int32(302), np.int32(48)], [np.int32(186), np.int32(48)]], 'N 1.8 mls', np.float64(0.576560039844302))]"
2025-04-19 16:36:33,MapName,"[([[np.int32(36), 0], [np.int32(221), 0], [np.int32(221), 36], [np.int32(36), 36]], 'Mosquito Lake', np.float64(0.9977850895665257))]"
2025-04-19 16:36:33,GameTime,"[([[np.int32(2), np.int32(2)], [np.int32(68), np.int32(2)], [np.int32(68), np.int32(28)], [np.int32(2), np.int32(28)]], '15.11', np.float64(0.5918702282308211))]"
2025-04-19 16:36:34,FishName,"[([[np.int32(51), np.int32(52)], [np.int32(285), np.int32(52)], [np.int32(285), np.int32(119)], [np.int32(51), np.int32(119)]], 'Gibel Carp', np.float64(0.9589163125427274))]"
2025-04-19 16:36:35,FishWeight,"[([[np.int32(205), np.int32(21)], [np.int32(357), np.int32(21)], [np.int32(357), np.int32(101)], [np.int32(205), np.int32(101)]], '38g', np.float64(0.8659873838477723))]"
2025-04-19 16:36:36,BaitInfo,"[([[0, np.int32(2)], [np.int32(54), np.int32(2)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.9999961853027344)), ([[np.int32(35), np.int32(26)], [np.int32(355), np.int32(26)], [np.int32(355), np.int32(65)], [np.int32(35), np.int32(65)]], 'Homemade Strawberry 12', np.float64(0.970478901749263)), ([[np.int32(34), np.int32(58)], [np.int32(108), np.int32(58)], [np.int32(108), np.int32(88)], [np.int32(34), np.int32(88)]], 'Fresh', np.float64(0.9393882655819763)), ([[np.int32(102), np.int32(50)], [np.int32(286), np.int32(50)], [np.int32(286), np.int32(99)], [np.int32(102), np.int32(99)]], 'raspberries 10', np.float64(0.9997003492492363))]"
2025-04-19 16:38:32,Temperature,"[([[0, np.int32(10)], [np.int32(112), np.int32(10)], [np.int32(112), np.int32(62)], [0, np.int32(62)]], '19.8', np.float64(0.6592249870300293))]"
2025-04-19 16:38:33,WeatherDesc,"[([[np.int32(137), np.int32(13)], [np.int32(179), np.int32(13)], [np.int32(179), np.int32(55)], [np.int32(137), np.int32(55)]], '2', np.float64(0.9536208825220207)), ([[np.int32(186), np.int32(18)], [np.int32(304), np.int32(18)], [np.int32(304), np.int32(50)], [np.int32(186), np.int32(50)]], 'N 1.Zmls', np.float64(0.6981180529187977))]"
2025-04-19 16:38:35,MapName,"[([[np.int32(36), 0], [np.int32(221), 0], [np.int32(221), 36], [np.int32(36), 36]], 'Mosquito Lake', np.float64(0.9967122129359829))]"
2025-04-19 16:38:35,GameTime,"[([[np.int32(2), 0], [70, 0], [70, np.int32(30)], [np.int32(2), np.int32(30)]], '16.06', np.float64(0.8724735924590535))]"
2025-04-19 16:38:36,FishName,"[([[np.int32(50), np.int32(54)], [np.int32(367), np.int32(54)], [np.int32(367), np.int32(117)], [np.int32(50), np.int32(117)]], 'Common Carp', np.float64(0.9970457486517689))]"
2025-04-19 16:38:37,FishWeight,"[([[np.int32(170), np.int32(24)], [np.int32(358), np.int32(24)], [np.int32(358), np.int32(100)], [np.int32(170), np.int32(100)]], '2777kg', np.float64(0.2780242187192922))]"
2025-04-19 16:38:38,BaitInfo,"[([[0, np.int32(2)], [np.int32(54), np.int32(2)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.9999964237213135)), ([[np.int32(35), np.int32(26)], [np.int32(355), np.int32(26)], [np.int32(355), np.int32(65)], [np.int32(35), np.int32(65)]], 'Homemade Strawberry 12', np.float64(0.9768699299663578)), ([[np.int32(34), np.int32(58)], [np.int32(108), np.int32(58)], [np.int32(108), np.int32(88)], [np.int32(34), np.int32(88)]], 'Fresh', np.float64(0.9393882655819763)), ([[np.int32(102), np.int32(50)], [np.int32(286), np.int32(50)], [np.int32(286), np.int32(99)], [np.int32(102), np.int32(99)]], 'raspberries 10', np.float64(0.9997149448556222))]"
2025-04-19 16:39:41,Temperature,"[([[0, np.int32(10)], [np.int32(94), np.int32(10)], [np.int32(94), np.int32(60)], [0, np.int32(60)]], '19.1', np.float64(0.8066665526986522))]"
2025-04-19 16:39:42,WeatherDesc,"[([[np.int32(137), np.int32(13)], [np.int32(179), np.int32(13)], [np.int32(179), np.int32(55)], [np.int32(137), np.int32(55)]], '2', np.float64(0.9749131985973349)), ([[np.int32(186), np.int32(20)], [np.int32(302), np.int32(20)], [np.int32(302), np.int32(48)], [np.int32(186), np.int32(48)]], 'N 1.8 mls', np.float64(0.5939181186133518))]"
2025-04-19 16:39:44,MapName,"[([[np.int32(36), 0], [np.int32(221), 0], [np.int32(221), 36], [np.int32(36), 36]], 'Mosquito Lake', np.float64(0.9976674843483543))]"
2025-04-19 16:39:44,GameTime,"[([[np.int32(2), 0], [np.int32(70), 0], [np.int32(70), np.int32(30)], [np.int32(2), np.int32(30)]], '16.33', np.float64(0.5920417659211235))]"
2025-04-19 16:39:45,FishName,"[([[np.int32(50), np.int32(54)], [np.int32(367), np.int32(54)], [np.int32(367), np.int32(117)], [np.int32(50), np.int32(117)]], 'Common Carp', np.float64(0.9970457486517689))]"
2025-04-19 16:39:46,FishWeight,"[([[np.int32(142), np.int32(24)], [np.int32(356), np.int32(24)], [np.int32(356), np.int32(100)], [np.int32(142), np.int32(100)]], '8869kg', np.float64(0.4589797026343971))]"
2025-04-19 16:39:47,BaitInfo,"[([[0, np.int32(2)], [np.int32(54), np.int32(2)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.9999966025352478)), ([[np.int32(35), np.int32(26)], [np.int32(355), np.int32(26)], [np.int32(355), np.int32(65)], [np.int32(35), np.int32(65)]], 'Homemade Strawberry 12', np.float64(0.9777577075893862)), ([[np.int32(34), np.int32(58)], [np.int32(108), np.int32(58)], [np.int32(108), np.int32(88)], [np.int32(34), np.int32(88)]], 'Fresh', np.float64(0.9393882655819763)), ([[np.int32(102), np.int32(50)], [np.int32(286), np.int32(50)], [np.int32(286), np.int32(99)], [np.int32(102), np.int32(99)]], 'raspberries 10', np.float64(0.9997070734490302))]"
2025-04-19 16:44:11,Temperature,"[([[0, np.int32(9)], [np.int32(114), np.int32(9)], [np.int32(114), np.int32(61)], [0, np.int32(61)]], '20.49', np.float64(0.8264102564066428))]"
2025-04-19 16:44:11,WeatherDesc,"[([[np.int32(137), np.int32(11)], [np.int32(303), np.int32(11)], [np.int32(303), np.int32(55)], [np.int32(137), np.int32(55)]], '2 N 1.8 m/s', np.float64(0.5283658915770552))]"
2025-04-19 16:44:14,MapName,"[([[np.int32(36), 0], [np.int32(221), 0], [np.int32(221), 36], [np.int32(36), 36]], 'Mosquito Lake', np.float64(0.9980740074839676))]"
2025-04-19 16:44:14,GameTime,"[([[np.int32(2), 0], [np.int32(70), 0], [np.int32(70), np.int32(30)], [np.int32(2), np.int32(30)]], '16.33', np.float64(0.5920417659211235))]"
2025-04-19 16:44:15,FishName,"[([[np.int32(50), np.int32(54)], [np.int32(367), np.int32(54)], [np.int32(367), np.int32(117)], [np.int32(50), np.int32(117)]], 'Common Carp', np.float64(0.9970457486517689))]"
2025-04-19 16:44:16,FishWeight,"[([[np.int32(142), np.int32(24)], [np.int32(356), np.int32(24)], [np.int32(356), np.int32(100)], [np.int32(142), np.int32(100)]], '8869kg', np.float64(0.4552907151079712))]"
2025-04-19 16:44:17,BaitInfo,"[([[0, np.int32(2)], [np.int32(54), np.int32(2)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.999996542930603)), ([[np.int32(35), np.int32(26)], [np.int32(355), np.int32(26)], [np.int32(355), np.int32(65)], [np.int32(35), np.int32(65)]], 'Homemade Strawberry 12', np.float64(0.9745665723761521)), ([[np.int32(34), np.int32(58)], [np.int32(108), np.int32(58)], [np.int32(108), np.int32(88)], [np.int32(34), np.int32(88)]], 'Fresh', np.float64(0.46831521388123054)), ([[np.int32(102), np.int32(50)], [np.int32(286), np.int32(50)], [np.int32(286), np.int32(99)], [np.int32(102), np.int32(99)]], 'raspberries 10', np.float64(0.9997315160615086))]"
2025-04-19 16:47:07,Temperature,"[([[0, np.int32(10)], [np.int32(112), np.int32(10)], [np.int32(112), np.int32(60)], [0, np.int32(60)]], '21.80', np.float64(0.6089106393444317))]"
2025-04-19 16:47:08,WeatherDesc,"[([[np.int32(137), np.int32(13)], [np.int32(179), np.int32(13)], [np.int32(179), np.int32(55)], [np.int32(137), np.int32(55)]], '2', np.float64(0.9797120167445996)), ([[np.int32(186), np.int32(20)], [np.int32(210), np.int32(20)], [np.int32(210), np.int32(46)], [np.int32(186), np.int32(46)]], 'N', np.float64(0.9990048501363304)), ([[np.int32(216), np.int32(20)], [np.int32(302), np.int32(20)], [np.int32(302), np.int32(48)], [np.int32(216), np.int32(48)]], '1.37 mls', np.float64(0.5429981261191867))]"
2025-04-19 16:47:10,MapName,"[([[np.int32(36), 0], [np.int32(221), 0], [np.int32(221), 36], [np.int32(36), 36]], 'Mosquito Lake', np.float64(0.9977100394217829))]"
2025-04-19 16:47:10,GameTime,"[([[np.int32(2), 0], [np.int32(70), 0], [np.int32(70), np.int32(30)], [np.int32(2), np.int32(30)]], '19.33', np.float64(0.7585556393068135))]"
2025-04-19 16:47:11,FishName,"[([[np.int32(50), np.int32(54)], [np.int32(367), np.int32(54)], [np.int32(367), np.int32(117)], [np.int32(50), np.int32(117)]], 'Common Carp', np.float64(0.9970457486517689))]"
2025-04-19 16:47:12,FishWeight,"[([[np.int32(140), np.int32(24)], [np.int32(356), np.int32(24)], [np.int32(356), np.int32(100)], [np.int32(140), np.int32(100)]], '2452kg', np.float64(0.7825506694847468))]"
2025-04-19 16:47:13,BaitInfo,"[([[0, np.int32(2)], [np.int32(54), np.int32(2)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.9999963641166687)), ([[np.int32(35), np.int32(26)], [np.int32(355), np.int32(26)], [np.int32(355), np.int32(65)], [np.int32(35), np.int32(65)]], 'Homemade Strawberry 12', np.float64(0.9714907208517002)), ([[np.int32(34), np.int32(58)], [np.int32(108), np.int32(58)], [np.int32(108), np.int32(88)], [np.int32(34), np.int32(88)]], 'Fresh', np.float64(0.9393882655819763)), ([[np.int32(102), np.int32(50)], [np.int32(286), np.int32(50)], [np.int32(286), np.int32(99)], [np.int32(102), np.int32(99)]], 'raspberries 10', np.float64(0.9996995206721285))]"
2025-04-19 16:48:58,Temperature,"[([[0, np.int32(1)], [np.int32(93), np.int32(1)], [np.int32(93), np.int32(63)], [0, np.int32(63)]], '51', np.float64(0.4463463926006569))]"
2025-04-19 16:48:59,WeatherDesc,"[([[np.int32(186), np.int32(20)], [np.int32(302), np.int32(20)], [np.int32(302), np.int32(48)], [np.int32(186), np.int32(48)]], 'Nims', np.float64(0.5548720359802246))]"
2025-04-19 16:49:01,MapName,"[([[np.int32(36), 0], [np.int32(221), 0], [np.int32(221), 36], [np.int32(36), 36]], 'Mosquito Lake', np.float64(0.9967375182621446))]"
2025-04-19 16:49:01,GameTime,"[([[np.int32(2), 0], [70, 0], [70, np.int32(30)], [np.int32(2), np.int32(30)]], '20.12', np.float64(0.8308373096732685))]"
2025-04-19 16:49:02,FishName,"[([[np.int32(50), np.int32(54)], [np.int32(367), np.int32(54)], [np.int32(367), np.int32(117)], [np.int32(50), np.int32(117)]], 'Common Carp', np.float64(0.9970457486517689))]"
2025-04-19 16:49:03,FishWeight,"[([[np.int32(209), np.int32(29)], [np.int32(351), np.int32(29)], [np.int32(351), np.int32(97)], [np.int32(209), np.int32(97)]], '892g', np.float64(0.9333164691925049))]"
2025-04-19 16:49:04,BaitInfo,"[([[0, np.int32(2)], [np.int32(54), np.int32(2)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.9999963641166687)), ([[np.int32(33), np.int32(27)], [np.int32(321), np.int32(27)], [np.int32(321), np.int32(66)], [np.int32(33), np.int32(66)]], 'Honey Cream 8 Pop-Up', np.float64(0.789316969782917)), ([[np.int32(33), np.int32(57)], [np.int32(367), np.int32(57)], [np.int32(367), np.int32(95)], [np.int32(33), np.int32(95)]], 'Fresh Raspberry Pop-Up 10', np.float64(0.9783429282738039))]"
2025-04-19 16:56:59,Temperature,"[([[0, np.int32(10)], [np.int32(114), np.int32(10)], [np.int32(114), np.int32(60)], [0, np.int32(60)]], '17.58', np.float64(0.4532816043431308))]"
2025-04-19 16:57:00,WeatherDesc,"[([[np.int32(137), np.int32(13)], [np.int32(179), np.int32(13)], [np.int32(179), np.int32(55)], [np.int32(137), np.int32(55)]], '2', np.float64(0.9602830990127167)), ([[np.int32(186), np.int32(20)], [np.int32(304), np.int32(20)], [np.int32(304), np.int32(48)], [np.int32(186), np.int32(48)]], 'N 1J7 mls', np.float64(0.4332476342279365))]"
2025-04-19 16:57:02,MapName,"[([[np.int32(36), 0], [np.int32(221), 0], [np.int32(221), 36], [np.int32(36), 36]], 'Mosquito Lake', np.float64(0.9976017810632138))]"
2025-04-19 16:57:03,GameTime,"[([[np.int32(2), 0], [np.int32(70), 0], [np.int32(70), np.int32(30)], [np.int32(2), np.int32(30)]], '22.37', np.float64(0.7323891803685558))]"
2025-04-19 16:57:04,FishName,"[([[np.int32(51), np.int32(52)], [np.int32(285), np.int32(52)], [np.int32(285), np.int32(119)], [np.int32(51), np.int32(119)]], 'Gibel Carp', np.float64(0.9589163125427274))]"
2025-04-19 16:57:04,FishWeight,"[([[np.int32(203), np.int32(20)], [np.int32(359), np.int32(20)], [np.int32(359), np.int32(101)], [np.int32(203), np.int32(101)]], '649g', np.float64(0.998651921749115))]"
2025-04-19 16:57:06,BaitInfo,"[([[0, np.int32(2)], [np.int32(54), np.int32(2)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.9999963641166687)), ([[np.int32(33), np.int32(27)], [np.int32(321), np.int32(27)], [np.int32(321), np.int32(66)], [np.int32(33), np.int32(66)]], 'Honey Cream 8 Pop-Up', np.float64(0.9844246858071349)), ([[np.int32(33), np.int32(57)], [np.int32(367), np.int32(57)], [np.int32(367), np.int32(95)], [np.int32(33), np.int32(95)]], 'Fresh Raspberry Pop-Up 10', np.float64(0.9747778197774319))]"
2025-04-19 16:57:17,Temperature,"[([[0, np.int32(10)], [np.int32(114), np.int32(10)], [np.int32(114), np.int32(60)], [0, np.int32(60)]], '1738', np.float64(0.1877634475003456))]"
2025-04-19 16:57:18,WeatherDesc,"[([[np.int32(137), np.int32(13)], [np.int32(179), np.int32(13)], [np.int32(179), np.int32(55)], [np.int32(137), np.int32(55)]], '2', np.float64(0.9719624641530231)), ([[np.int32(186), np.int32(20)], [np.int32(302), np.int32(20)], [np.int32(302), np.int32(46)], [np.int32(186), np.int32(46)]], 'N 1J7mls', np.float64(0.44681537028618673))]"
2025-04-19 16:57:20,MapName,"[([[np.int32(36), 0], [np.int32(221), 0], [np.int32(221), 36], [np.int32(36), 36]], 'Mosquito Lake', np.float64(0.9971369935088175))]"
2025-04-19 16:57:21,GameTime,"[([[np.int32(2), 0], [np.int32(68), 0], [np.int32(68), np.int32(30)], [np.int32(2), np.int32(30)]], '23.21', np.float64(0.8532656563949853))]"
